id,name,longitude,latitude,rating,address,adname,subtype
abfa9823-7c0f-3ef9-946c-0abd1fe336a8,洪圣宫(西联街),113.619996,23.139647,3.5,西联街与瑶东街交叉口北40米,增城区,abfa9823-7c0f-3ef9-946c-0abd1fe336a8
0cd72863-96d3-3ba9-a541-4f06985a1d68,爱因斯坦雕像,113.310314,23.071901,2.8,广州大道南后滘西大街57号潘鹤雕塑艺术园(北侧),海珠区,0cd72863-96d3-3ba9-a541-4f06985a1d68
861c63b9-f1a1-3f51-8f7a-7b152036ba38,较量雕像,113.310065,23.071516,2.6,广州大道南后滘西大街57号潘鹤雕塑艺术园(西侧),海珠区,861c63b9-f1a1-3f51-8f7a-7b152036ba38
b5bb639b-fd3d-3a4a-b51a-c21619772427,大刀进行曲雕像,113.310103,23.071615,1.0,广州大道南后滘西大街57号潘鹤雕塑艺术园(西侧),海珠区,b5bb639b-fd3d-3a4a-b51a-c21619772427
70e5098d-8447-3886-b1e6-7bc012836ae4,报国无门-袁崇焕雕像,113.310011,23.071307,3.0,广州大道南后滘西大街57号潘鹤雕塑艺术园,海珠区,70e5098d-8447-3886-b1e6-7bc012836ae4
d998e651-e7b0-3ed7-b3cf-bf6abacb437d,自我完善雕像,113.31026,23.071909,2.8,广州大道南后滘西大街57号潘鹤雕塑艺术园(西北角),海珠区,d998e651-e7b0-3ed7-b3cf-bf6abacb437d
77fbd6f8-ac0e-30d6-8eca-d7b4b11474dd,诺贝尔物理奖获得者-杨振宁雕像,113.310392,23.072066,2.5,西大街57号潘鹤雕塑艺术园内(北侧),海珠区,77fbd6f8-ac0e-30d6-8eca-d7b4b11474dd
1c48f830-dc3a-3d83-af78-a552a919dedb,广东解放纪念像,113.31019,23.071853,3.1,广州大道南后滘西大街57号潘鹤雕塑艺术园(西北角),海珠区,1c48f830-dc3a-3d83-af78-a552a919dedb
e2c72535-7b0f-3199-8d50-637c0d3b07b6,丘逢甲雕像,113.310029,23.071581,2.9,广州大道南后滘西大街57号潘鹤雕塑艺术园(西侧),海珠区,e2c72535-7b0f-3199-8d50-637c0d3b07b6
3276941a-259a-350f-bc28-e0b3e66854e6,康有为与梁启超雕像,113.309912,23.071355,3.2,广州大道南后滘西大街57号潘鹤雕塑艺术园,海珠区,3276941a-259a-350f-bc28-e0b3e66854e6
c710ccb1-df2f-30f0-b5ca-998a086a8962,露天讲坛区,113.309918,23.071475,1.1,广州大道南后滘西大街57号潘鹤雕塑艺术园(西侧),海珠区,c710ccb1-df2f-30f0-b5ca-998a086a8962
e5a03053-8b03-3cb3-a357-cd9bf38fb471,珠海渔女雕像,113.310271,23.072079,3.9,广州大道南后滘西大街57号潘鹤雕塑艺术园内(北侧),海珠区,e5a03053-8b03-3cb3-a357-cd9bf38fb471
dcc48c15-2db7-38fc-9136-72ba64705e79,太平天国-洪秀全雕像,113.309857,23.071395,3.4,后滘西大街与森语大街交叉口东40米,海珠区,dcc48c15-2db7-38fc-9136-72ba64705e79
f5e8f918-48ba-3f91-a654-1654b7567725,白梳女雕像,113.310074,23.071964,1.0,广州大道南后滘西大街57号潘鹤雕塑艺术园(西北角),海珠区,f5e8f918-48ba-3f91-a654-1654b7567725
da28987f-d2a9-3921-a5c2-0a807b15bcf6,母念子雕像,113.310029,23.071988,1.0,广州大道南后滘西大街57号潘鹤雕塑艺术园(西北角),海珠区,da28987f-d2a9-3921-a5c2-0a807b15bcf6
3b81551b-4b34-3a35-91a8-8aee4c275474,陈嘉庚像,113.310007,23.072042,,西大街57号潘鹤雕塑艺术园(西北角),海珠区,3b81551b-4b34-3a35-91a8-8aee4c275474
33b8f212-424e-3416-9fe9-c48707fd6d2e,鑫海水族,113.178083,23.075294,3.2,龙溪沙溪六街与龙溪南边二街交叉口西280米,荔湾区,33b8f212-424e-3416-9fe9-c48707fd6d2e
a3f3b4c3-f0e0-3b11-b834-de82f1c47535,吉祥围民俗文化广场,113.451128,22.889364,4.4,民康路中兴酒店东涌店北侧约60米,南沙区,a3f3b4c3-f0e0-3b11-b834-de82f1c47535
8c28ebfa-4933-36c3-8718-33fadd7b9df8,幽廊胜景,113.451686,22.88986,3.1,民康路5-楼号,南沙区,8c28ebfa-4933-36c3-8718-33fadd7b9df8
dc802de8-caf5-3523-a1e9-88db3a37c772,东涌公园,113.451406,22.886266,4.6,祥福路1号楼1号铺,南沙区,dc802de8-caf5-3523-a1e9-88db3a37c772
d64b0142-933f-317d-b4dd-81e9232d499d,东涌文化广场,113.44874,22.884873,4.5,吉祥中街12号,南沙区,d64b0142-933f-317d-b4dd-81e9232d499d
a8e4bcbf-d84e-3c38-a28f-ad167a9efd8e,流溪河从都湿地公园,113.6792,23.684716,4.3,从都国际庄园东南,从化区,a8e4bcbf-d84e-3c38-a28f-ad167a9efd8e
b6c7e3d3-943d-3c9f-9587-701e843336f7,观湖亭,113.681663,23.684919,3.4,流溪河从都湿地公园内(东侧),从化区,b6c7e3d3-943d-3c9f-9587-701e843336f7
512403e0-3b39-38ce-8589-2ca7ae23b9a0,雅心亭,113.223328,23.37432,3.2,新华路102号,花都区,512403e0-3b39-38ce-8589-2ca7ae23b9a0
142c82e7-7550-3677-b957-2d69a66be085,静心园,113.223562,23.375962,3.8,新华路102号花都湖公园内,花都区,142c82e7-7550-3677-b957-2d69a66be085
fa6cbd18-1347-3abc-ac0a-109e0698de23,滨水长廊,113.223282,23.373646,3.8,新华路102号,花都区,fa6cbd18-1347-3abc-ac0a-109e0698de23
